0, 77, 90, 28, 47, 45, 40, 38, 26, 84, 29, 89, 27, 30, 77, 93, 9, 43, 69, 30, 31, 35, 8, 61, 6, 40, 9, 49, 4, 8, 40, 52, 7, 11, 56, 14, 73, 87, 56, 16, 42, 85, 19, 31, 92, 37, 81, 4, 55, 6, 11, 4, 90, 96, 42, 29, 80, 31, 97, 0, 60, 9, 46, 53, 97, 33, 64, 5, 98, 91, 62, 87, 75, 80, 67, 63, 52, 26, 65, 17, 34, 36, 28, 33, 21, 56, 98, 92, 70, 3, 25, 65, 38, 59, 25, 47, 47, 36, 72, 24, 57, 32, 11, 75, 18, 69, 72, 44, 56, 25, 97, 12, 12, 58, 36, 60, 97, 92, 90, 13, 42, 2, 40, 90, 66, 45, 87, 64, 17, 49, 0, 36, 51, 51, 71, 92, 29, 16, 62, 42, 36, 95, 37, 88, 92, 38, 58, 9, 54, 39, 11, 94, 98, 6, 75, 70, 51, 96, 98, 77, 16, 78, 80, 87, 92, 36, 50, 21, 58, 5, 66, 41, 76, 11, 53, 98, 62, 97, 62, 16, 20, 26, 25, 89, 40, 78, 13, 22, 1, 47, 47, 41, 58, 16, 73, 15, 3, 2, 8, 59, 52, 0, 3, 22, 83, 26, 73, 10, 34, 44, 89, 77, 42, 80, 60, 91, 54, 30, 62, 53, 94, 15, 55, 42, 73, 44, 11, 11, 61, 5, 65, 78, 15, 70, 26, 79, 29, 0, 0, 36, 33, 9, 46, 81, 1, 66, 15, 72, 79, 29, 11, 99, 84, 71, 24, 62, 88, 84, 16, 72, 90, 26, 29, 2, 43, 33, 10, 95, 72, 84, 44, 64, 57, 41, 21, 79, 48, 83, 4, 72, 80, 77, 79, 64, 64, 68, 27, 62, 99, 42, 94, 84, 57, 65, 91, 75, 64, 14, 51, 87
0, 0, 27, 69, 40, 73, 83, 60, 96, 44, 62, 2, 87, 57, 55, 84, 1, 77, 28, 70, 71, 20, 29, 61, 59, 49, 77, 4, 99, 6, 82, 45, 40, 16, 71, 0, 37, 55, 23, 30, 93, 32, 88, 8, 74, 17, 82, 72, 88, 87, 79, 29, 78, 11, 88, 67, 28, 47, 9, 22, 30, 19, 50, 60, 41, 87, 54, 53, 24, 65, 34, 51, 67, 72, 16, 68, 43, 29, 80, 59, 69, 81, 99, 77, 30, 44, 15, 20, 3, 54, 1, 81, 55, 14, 64, 56, 94, 86, 69, 40, 41, 89, 59, 19, 85, 36, 40, 83, 8, 17, 66, 14, 71, 56, 94, 60, 9, 42, 67, 10, 45, 22, 91, 37, 77, 76, 75, 26, 3, 2, 84, 76, 76, 17, 95, 16, 23, 59, 49, 36, 48, 73, 51, 88, 19, 64, 51, 79, 33, 68, 63, 80, 54, 17, 56, 33, 84, 83, 23, 84, 31, 14, 39, 39, 2, 8, 64, 88, 99, 37, 15, 84, 35, 44, 4, 69, 1, 76, 61, 1, 57, 72, 16, 27, 29, 76, 32, 34, 24, 9, 37, 69, 51, 79, 94, 67, 2, 37, 97, 6, 11, 55, 50, 0, 37, 96, 76, 41, 24, 48, 41, 20, 37, 88, 25, 58, 43, 34, 99, 36, 18, 12, 32, 82, 55, 32, 89, 61, 99, 2, 3, 6, 40, 21, 74, 53, 67, 1, 51, 48, 65, 86, 72, 78, 74, 46, 46, 77, 91, 5, 33, 43, 56, 26, 73, 25, 10, 70, 40, 84, 79, 97, 93, 49, 25, 86, 63, 86, 80, 5, 54, 39, 12, 79, 20, 80, 82, 49, 48, 84, 75, 29, 62, 59, 52, 21, 75, 49, 29, 88, 90, 18, 53, 80, 16, 22, 35, 94, 13, 2
0, 81, 0, 80, 44, 17, 46, 70, 99, 84, 67, 71, 37, 27, 46, 11, 61, 27, 26, 22, 92, 96, 85, 57, 34, 78, 94, 53, 14, 35, 55, 36, 54, 89, 10, 63, 18, 36, 50, 27, 72, 25, 97, 67, 57, 14, 68, 28, 63, 19, 3, 32, 74, 82, 83, 22, 84, 83, 94, 22, 77, 38, 55, 85, 28, 29, 95, 63, 38, 43, 40, 73, 41, 59, 68, 23, 28, 91, 82, 46, 70, 68, 93, 96, 32, 83, 46, 97, 33, 75, 21, 74, 33, 34, 91, 25, 30, 21, 12, 59, 67, 79, 84, 78, 42, 2, 12, 16, 98, 18, 34, 29, 78, 20, 21, 53, 90, 59, 4, 49, 79, 85, 66, 96, 2, 44, 57, 51, 22, 41, 84, 3, 90, 47, 1, 63, 51, 42, 84, 32, 59, 22, 37, 8, 16, 54, 30, 72, 35, 13, 38, 15, 36, 75, 18, 85, 11, 35, 75, 69, 70, 70, 95, 77, 11, 84, 29, 16, 13, 27, 88, 5, 70, 15, 20, 45, 14, 2, 65, 35, 28, 49, 24, 68, 35, 32, 88, 75, 37, 48, 74, 37, 52, 26, 14, 83, 49, 5, 67, 76, 94, 12, 84, 19, 55, 58, 73, 58, 98, 27, 69, 92, 93, 24, 6, 53, 9, 40, 84, 72, 28, 70, 42, 80, 38, 18, 88, 4, 29, 27, 74, 28, 36, 23, 18, 32, 24, 95, 85, 72, 31, 35, 62, 94, 41, 94, 40, 69, 92, 27, 59, 27, 15, 99, 99, 86, 3, 91, 5, 68, 55, 29, 19, 4, 26, 19, 15, 66, 15, 57, 12, 82, 25, 25, 53, 30, 89, 42, 94, 35, 97, 5, 8, 85, 15, 51, 73, 38, 67, 11, 22, 72, 90, 32, 43, 8, 16, 16, 57, 60
0, 57, 34, 0, 36, 17, 81, 55, 80, 21, 36, 78, 1, 34, 88, 60, 55, 99, 4, 73, 7, 31, 51, 23, 27, 72, 72, 44, 7, 22, 27, 90, 85, 18, 2, 26, 97, 3, 30, 85, 60, 54, 33, 11, 19, 34, 26, 98, 5, 6, 76, 28, 1, 36, 82, 73, 85, 84, 47, 63, 89, 22, 78, 49, 52, 45, 38, 27, 74, 35, 25, 60, 66, 74, 15, 10, 87, 45, 74, 51, 87, 65, 84, 4, 3, 40, 97, 87, 30, 40, 4, 66, 0, 26, 77, 8, 30, 17, 37, 81, 61, 65, 9, 77, 69, 8, 64, 94, 69, 91, 81, 45, 57, 92, 14, 32, 84, 49, 80, 39, 7, 97, 7, 33, 70, 35, 61, 23, 2, 87, 2, 3, 49, 61, 3, 7, 15, 85, 26, 4, 37, 13, 10, 22, 8, 42, 48, 2, 20, 65, 58, 55, 39, 83, 59, 44, 5, 93, 36, 75, 21, 42, 34, 38, 94, 15, 30, 70, 33, 24, 35, 33, 76, 33, 98, 53, 76, 68, 12, 88, 27, 42, 47, 79, 4, 13, 86, 35, 48, 12, 29, 18, 19, 87, 26, 47, 32, 51, 43, 42, 35, 22, 64, 55, 96, 80, 84, 39, 1, 29, 28, 40, 65, 51, 28, 77, 19, 84, 67, 97, 83, 8, 22, 90, 52, 61, 40, 23, 19, 57, 49, 28, 36, 66, 41, 6, 35, 94, 36, 90, 66, 85, 65, 66, 74, 31, 72, 87, 51, 43, 33, 3, 11, 30, 7, 43, 67, 1, 77, 93, 28, 13, 48, 15, 20, 21, 34, 16, 20, 91, 55, 20, 92, 74, 39, 56, 31, 20, 56, 72, 29, 7, 14, 41, 18, 12, 72, 95, 88, 83, 33, 55, 62, 67, 21, 31, 69, 19, 15, 35
0, 8, 76, 41, 0, 16, 66, 52, 43, 53, 15, 5, 61, 79, 44, 6, 74, 27, 94, 36, 85, 54, 88, 23, 40, 80, 71, 53, 33, 79, 24, 64, 52, 7, 84, 7, 5, 73, 22, 51, 58, 37, 45, 89, 19, 28, 80, 64, 18, 48, 61, 9, 4, 94, 50, 55, 92, 30, 23, 48, 77, 89, 80, 47, 20, 69, 42, 72, 5, 27, 91, 37, 16, 22, 35, 56, 38, 69, 78, 65, 22, 61, 31, 3, 89, 28, 11, 71, 70, 46, 64, 84, 68, 54, 85, 31, 1, 31, 79, 95, 54, 46, 76, 38, 61, 67, 4, 54, 3, 55, 2, 90, 94, 59, 95, 9, 18, 56, 66, 93, 64, 32, 10, 18, 19, 66, 69, 66, 25, 75, 81, 36, 3, 31, 51, 81, 53, 16, 17, 75, 21, 57, 40, 91, 62, 11, 62, 55, 4, 73, 69, 31, 7, 29, 10, 88, 54, 84, 86, 78, 91, 3, 7, 84, 97, 57, 78, 8, 29, 64, 5, 8, 45, 24, 68, 91, 42, 67, 90, 85, 98, 0, 98, 66, 72, 19, 55, 60, 44, 89, 50, 52, 87, 69, 46, 54, 99, 90, 51, 41, 67, 97, 68, 28, 95, 27, 30, 80, 95, 57, 18, 72, 86, 56, 2, 82, 98, 72, 54, 54, 51, 4, 22, 12, 17, 47, 61, 78, 26, 58, 80, 60, 13, 58, 75, 76, 54, 63, 13, 76, 0, 51, 71, 90, 29, 10, 54, 23, 69, 18, 42, 36, 68, 30, 78, 57, 65, 99, 57, 49, 58, 62, 70, 91, 98, 27, 93, 15, 75, 20, 99, 84, 41, 23, 52, 6, 23, 93, 0, 73, 21, 78, 67, 92, 22, 98, 38, 40, 64, 91, 96, 70, 90, 94, 17, 36, 10, 8, 79, 29
0, 93, 98, 7, 98, 0, 57, 77, 83, 54, 9, 3, 54, 17, 14, 17, 31, 93, 34, 1, 57, 42, 1, 61, 67, 9, 41, 80, 74, 57, 96, 50, 38, 2, 16, 19, 87, 61, 16, 77, 98, 96, 49, 30, 68, 45, 90, 75, 11, 42, 14, 0, 95, 43, 25, 10, 57, 71, 26, 31, 28, 22, 76, 26, 52, 20, 59, 42, 88, 48, 11, 77, 16, 16, 48, 2, 4, 12, 12, 31, 4, 22, 54, 49, 60, 40, 79, 38, 12, 33, 60, 89, 10, 23, 28, 14, 76, 59, 4, 61, 38, 88, 41, 53, 52, 57, 10, 58, 57, 73, 87, 72, 84, 28, 61, 47, 43, 88, 76, 60, 15, 83, 75, 54, 35, 92, 35, 13, 41, 34, 79, 16, 80, 0, 57, 50, 67, 16, 50, 88, 98, 67, 32, 10, 7, 21, 9, 60, 57, 38, 79, 96, 14, 56, 90, 49, 34, 66, 86, 40, 8, 86, 88, 95, 33, 34, 12, 14, 24, 24, 34, 78, 29, 20, 97, 62, 79, 33, 88, 5, 68, 80, 64, 98, 51, 97, 55, 99, 50, 75, 16, 73, 73, 98, 59, 49, 43, 53, 24, 48, 24, 26, 0, 73, 18, 83, 41, 99, 6, 90, 88, 41, 42, 9, 36, 23, 0, 61, 93, 72, 72, 88, 66, 46, 11, 11, 92, 15, 30, 53, 73, 65, 99, 26, 62, 0, 87, 31, 21, 57, 32, 63, 71, 35, 77, 17, 70, 46, 37, 21, 91, 3, 29, 5, 54, 11, 71, 76, 11, 57, 8, 18, 10, 83, 5, 99, 18, 69, 93, 26, 71, 88, 51, 66, 58, 18, 83, 8, 94, 11, 4, 16, 6, 10, 94, 10, 83, 2, 53, 10, 23, 59, 94, 56, 7, 65, 61, 53, 73, 34
0, 87, 55, 17, 48, 52, 0, 74, 15, 66, 49, 43, 87, 7, 54, 31, 25, 12, 74, 25, 36, 12, 50, 92, 1, 14, 49, 27, 40, 65, 83, 36, 82, 34, 96, 43, 86, 40, 36, 22, 38, 19, 91, 49, 62, 33, 59, 51, 76, 49, 18, 27, 97, 43, 42, 37, 56, 34, 87, 73, 13, 67, 53, 99, 88, 90, 42, 18, 95, 34, 71, 19, 2, 99, 75, 97, 54, 43, 49, 2, 90, 94, 48, 64, 20, 78, 73, 78, 71, 83, 25, 40, 29, 94, 44, 7, 99, 9, 54, 62, 80, 63, 58, 77, 64, 98, 81, 15, 47, 13, 68, 99, 68, 0, 58, 41, 60, 62, 17, 87, 26, 77, 72, 55, 20, 55, 67, 43, 67, 42, 83, 36, 13, 15, 61, 53, 93, 60, 65, 88, 17, 29, 8, 63, 68, 65, 75, 89, 78, 19, 19, 60, 49, 24, 67, 55, 65, 53, 9, 56, 56, 53, 6, 39, 57, 5, 79, 15, 80, 33, 56, 3, 75, 90, 77, 6, 31, 35, 4, 32, 97, 64, 75, 20, 24, 69, 83, 42, 49, 17, 6, 86, 43, 14, 65, 32, 21, 62, 90, 79, 49, 61, 74, 52, 14, 46, 38, 76, 26, 12, 80, 35, 74, 29, 21, 80, 44, 90, 47, 30, 40, 50, 37, 61, 71, 41, 75, 81, 92, 73, 24, 93, 4, 64, 50, 40, 30, 42, 29, 61, 36, 18, 0, 32, 37, 23, 29, 16, 28, 72, 32, 22, 30, 41, 84, 21, 68, 82, 2, 76, 4, 7, 54, 16, 25, 78, 20, 94, 42, 9, 48, 32, 65, 55, 7, 1, 98, 78, 3, 4, 36, 79, 33, 51, 10, 73, 57, 93, 38, 69, 82, 8, 26, 39, 5, 69, 17, 71, 64, 78
0, 7, 29, 15, 69, 73, 9, 0, 91, 17, 3, 36, 20, 63, 54, 28, 72, 15, 61, 14, 9, 86, 75, 42, 53, 14, 27, 56, 2, 79, 15, 52, 12, 57, 30, 99, 72, 82, 43, 53, 96, 56, 40, 11, 44, 76, 24, 69, 26, 50, 73, 88, 5, 61, 70, 41, 39, 4, 5, 9, 50, 67, 69, 1, 55, 83, 52, 31, 7, 72, 72, 24, 49, 37, 28, 86, 8, 39, 78, 86, 54, 87, 67, 94, 23, 94, 59, 21, 65, 4, 11, 71, 16, 41, 69, 96, 89, 92, 43, 70, 76, 38, 93, 22, 76, 81, 89, 49, 85, 66, 28, 24, 16, 14, 24, 86, 25, 94, 48, 74, 78, 78, 13, 36, 64, 10, 39, 33, 41, 13, 63, 43, 53, 39, 57, 92, 9, 43, 60, 76, 57, 58, 87, 94, 18, 34, 88, 34, 17, 23, 88, 25, 15, 43, 10, 30, 6, 95, 80, 49, 13, 25, 84, 31, 53, 85, 20, 93, 52, 64, 26, 98, 30, 36, 23, 52, 54, 87, 98, 15, 6, 22, 48, 44, 12, 39, 32, 53, 55, 22, 31, 67, 62, 45, 62, 78, 80, 51, 39, 13, 4, 39, 37, 80, 31, 50, 94, 46, 28, 10, 76, 45, 52, 31, 98, 90, 85, 1, 70, 15, 13, 76, 32, 23, 7, 52, 40, 88, 10, 12, 5, 68, 69, 37, 50, 58, 88, 29, 51, 37, 50, 31, 25, 3, 28, 31, 45, 24, 97, 73, 99, 74, 18, 30, 56, 9, 74, 67, 28, 88, 91, 18, 30, 14, 33, 65, 69, 44, 97, 14, 47, 76, 42, 45, 8, 99, 84, 16, 26, 52, 0, 8, 21, 20, 69, 98, 98, 14, 36, 29, 40, 7, 80, 72, 55, 32, 42, 5, 93, 86
0, 15, 56, 55, 52, 41, 19, 43, 0, 85, 45, 21, 80, 14, 62, 70, 22, 6, 71, 73, 72, 27, 86, 49, 44, 18, 32, 53, 69, 85, 80, 11, 41, 58, 22, 15, 45, 50, 24, 96, 72, 89, 76, 11, 91, 90, 99, 47, 5, 20, 18, 10, 36, 65, 24, 18, 14, 68, 44, 6, 89, 38, 1, 96, 30, 65, 67, 79, 69, 81, 84, 25, 68, 80, 17, 83, 10, 65, 68, 26, 6, 26, 28, 98, 89, 42, 31, 14, 32, 94, 91, 78, 19, 64, 19, 45, 0, 70, 98, 99, 48, 53, 8, 0, 17, 86, 40, 3, 48, 6, 9, 18, 78, 46, 24, 59, 42, 22, 67, 80, 62, 12, 38, 17, 43, 54, 16, 86, 62, 8, 96, 11, 41, 3, 46, 79, 76, 61, 59, 38, 62, 98, 22, 12, 24, 50, 42, 27, 16, 2, 9, 49, 90, 18, 24, 67, 76, 24, 26, 6, 4, 38, 31, 16, 41, 34, 91, 95, 87, 23, 41, 77, 68, 92, 11, 8, 91, 69, 43, 58, 99, 86, 46, 53, 89, 88, 57, 36, 27, 87, 35, 2, 87, 22, 99, 17, 28, 51, 78, 32, 40, 82, 67, 18, 17, 13, 8, 66, 57, 46, 66, 46, 86, 97, 25, 92, 88, 10, 50, 9, 60, 51, 21, 74, 33, 47, 10, 82, 17, 73, 73, 94, 25, 84, 75, 88, 78, 40, 72, 29, 53, 99, 3, 45, 14, 44, 57, 53, 22, 36, 98, 77, 82, 91, 69, 50, 48, 16, 99, 20, 17, 57, 99, 76, 40, 83, 65, 67, 19, 10, 57, 82, 52, 51, 31, 86, 15, 94, 2, 34, 67, 78, 46, 17, 90, 76, 87, 10, 27, 7, 47, 10, 63, 18, 48, 63, 8, 97, 88, 59
0, 19, 81, 77, 80, 30, 53, 6, 84, 0, 42, 33, 51, 96, 53, 99, 56, 85, 23, 33, 82, 55, 28, 68, 36, 25, 87, 47, 17, 17, 92, 5, 23, 70, 2, 30, 47, 59, 50, 32, 54, 49, 6, 91, 74, 63, 43, 81, 51, 46, 93, 52, 77, 44, 50, 14, 96, 54, 41, 60, 76, 98, 42, 48, 23, 59, 14, 56, 59, 40, 45, 52, 85, 57, 65, 75, 92, 5, 53, 87, 20, 77, 28, 75, 16, 2, 24, 57, 35, 0, 43, 73, 71, 34, 25, 97, 34, 3, 70, 17, 82, 68, 79, 10, 16, 50, 33, 55, 46, 7, 63, 11, 43, 56, 54, 58, 56, 0, 58, 52, 24, 51, 19, 80, 12, 32, 49, 78, 9, 14, 22, 47, 47, 27, 39, 91, 20, 77, 14, 89, 79, 69, 75, 31, 87, 95, 5, 52, 3, 76, 85, 63, 64, 20, 82, 75, 21, 20, 87, 97, 71, 59, 62, 67, 11, 93, 1, 18, 45, 57, 61, 58, 35, 16, 91, 70, 21, 63, 19, 19, 35, 93, 80, 7, 22, 55, 96, 22, 0, 46, 86, 34, 10, 71, 30, 48, 4, 6, 94, 87, 82, 20, 60, 29, 34, 46, 59, 28, 40, 23, 66, 81, 43, 27, 51, 94, 39, 75, 29, 35, 5, 13, 79, 95, 92, 41, 74, 28, 27, 26, 57, 30, 72, 22, 7, 88, 68, 0, 86, 26, 70, 60, 59, 22, 95, 46, 51, 55, 15, 9, 69, 16, 90, 59, 45, 14, 61, 73, 1, 77, 53, 97, 11, 8, 71, 96, 48, 73, 37, 27, 28, 43, 80, 21, 95, 72, 0, 58, 95, 7, 5, 64, 28, 35, 60, 19, 81, 34, 74, 49, 89, 16, 57, 39, 3, 68, 62, 98, 58, 73
